filename,label,ipd_px,left_eye_open,right_eye_open,eye_aperture_asymmetry,eye_aperture_ratio,mouth_corner_height_diff,mouth_left_deviation,mouth_right_deviation,mouth_deviation_asymmetry,left_brow_height,right_brow_height,brow_height_asymmetry,brow_height_ratio,mouth_width,mouth_angle,eye_angle,left_eye_width,right_eye_width,eye_width_asymmetry
1/11111,SlightPalsy,87.347,0.1241,0.07,0.054,0.5645,0.1013,0.4093,0.3971,0.0122,0.4265,0.4388,0.0122,0.9721,0.8127,7.1606,0.6144,0.4507,0.4338,0.0168
1/11116,SlightPalsy,86.901,0.1532,0.1303,0.0229,0.8508,0.1016,0.4391,0.3739,0.0652,0.4255,0.433,0.0075,0.9826,0.8194,7.126,0.0621,0.4552,0.4238,0.0313
1/11121,SlightPalsy,87.042,0.1493,0.1365,0.0129,0.9138,0.0882,0.4426,0.364,0.0787,0.4228,0.4328,0.01,0.9768,0.8114,6.2403,0.5153,0.4513,0.4195,0.0318
1/11126,SlightPalsy,86.583,0.1562,0.1445,0.0118,0.9248,0.0755,0.4469,0.3638,0.0831,0.4223,0.4283,0.0061,0.9859,0.8143,5.3204,0.0348,0.4589,0.4221,0.0368
1/11131,SlightPalsy,85.922,0.1546,0.143,0.0116,0.9249,0.0745,0.4542,0.3704,0.0838,0.4299,0.4352,0.0053,0.9878,0.828,5.1614,0.0832,0.4581,0.4226,0.0356
1/11136,SlightPalsy,86.065,0.1538,0.1414,0.0123,0.9198,0.0794,0.4504,0.3668,0.0836,0.4231,0.432,0.0089,0.9793,0.821,5.5505,0.4345,0.4571,0.4232,0.0339
1/11146,SlightPalsy,86.644,0.1548,0.1401,0.0147,0.9048,0.0469,0.4207,0.3326,0.0881,0.4216,0.4357,0.014,0.9678,0.7547,3.5623,0.7544,0.4548,0.4245,0.0303
1/11151,SlightPalsy,86.48,0.1517,0.1389,0.0128,0.9158,0.0828,0.4227,0.3747,0.048,0.426,0.4371,0.0111,0.9746,0.8016,5.9293,0.1551,0.4538,0.4281,0.0257
1/11156,SlightPalsy,86.469,0.1549,0.1352,0.0197,0.8728,0.1139,0.4014,0.376,0.0254,0.4461,0.4567,0.0106,0.9768,0.7857,8.3327,0.2746,0.4483,0.4164,0.032
1/11161,StrongPalsy,89.665,0.0945,0.0359,0.0586,0.3801,0.0825,0.3939,0.3617,0.0322,0.397,0.412,0.015,0.9635,0.7601,6.2316,0.4421,0.438,0.4373,0.0006
1/11166,SlightPalsy,86.092,0.1577,0.1405,0.0172,0.8911,0.0716,0.4087,0.3863,0.0224,0.4048,0.4308,0.026,0.9396,0.7982,5.1452,0.4802,0.4545,0.4236,0.0308
1/11171,SlightPalsy,84.972,0.1683,0.1555,0.0128,0.9241,0.0827,0.396,0.4145,0.0185,0.4037,0.429,0.0252,0.9412,0.8147,5.8253,0.2475,0.4536,0.4397,0.0138
1/11181,SlightPalsy,83.691,0.1704,0.1715,0.0011,0.9933,0.0577,0.3892,0.4012,0.012,0.4256,0.4755,0.05,0.8949,0.7924,4.1765,0.6244,0.4499,0.448,0.0019
1/11186,SlightPalsy,84.227,0.1702,0.1654,0.0048,0.9718,0.0479,0.4212,0.3404,0.0807,0.4434,0.4769,0.0335,0.9298,0.7631,3.5954,0.301,0.4743,0.424,0.0502
1/11191,SlightPalsy,87.175,0.1669,0.1688,0.0019,0.989,0.0421,0.4193,0.37,0.0493,0.4065,0.4537,0.0472,0.896,0.7903,3.0562,0.7132,0.4624,0.4319,0.0305
1/11206,SlightPalsy,87.624,0.1737,0.161,0.0127,0.9269,0.1075,0.4072,0.3972,0.0099,0.3882,0.4291,0.0409,0.9047,0.8115,7.6134,0.2941,0.4549,0.4378,0.0171
1/11211,SlightPalsy,87.295,0.1796,0.1625,0.0171,0.9046,0.1116,0.4249,0.4016,0.0234,0.4015,0.446,0.0446,0.9001,0.834,7.6909,0.4345,0.4527,0.4298,0.0229
1/11216,SlightPalsy,87.709,0.1699,0.1634,0.0066,0.9613,0.095,0.4228,0.3827,0.0401,0.4039,0.4445,0.0406,0.9086,0.8111,6.726,0.2197,0.4482,0.4226,0.0256
1/11221,StrongPalsy,86.082,0.165,0.1628,0.0022,0.9867,0.0284,0.3704,0.4072,0.0367,0.3967,0.4463,0.0497,0.8887,0.7781,2.0893,0.8058,0.4461,0.4403,0.0058
1/11226,SlightPalsy,87.995,0.173,0.1538,0.0192,0.8892,0.0825,0.3757,0.3795,0.0038,0.4018,0.447,0.0451,0.899,0.7597,6.234,1.2101,0.4654,0.4298,0.0357
1/11231,SlightPalsy,87.862,0.1774,0.1651,0.0124,0.9303,0.0851,0.4077,0.4024,0.0052,0.3956,0.435,0.0394,0.9094,0.8146,5.999,0.8013,0.4567,0.4422,0.0146
1/11236,SlightPalsy,89.197,0.1746,0.1598,0.0147,0.9157,0.1153,0.394,0.3948,0.0009,0.4001,0.4265,0.0264,0.9381,0.7972,8.3167,0.5217,0.4491,0.4266,0.0226
1/11241,SlightPalsy,87.764,0.1709,0.1562,0.0147,0.9141,0.1375,0.4109,0.4126,0.0017,0.399,0.4278,0.0288,0.9327,0.8349,9.4824,0.4093,0.4515,0.439,0.0125
1/11246,SlightPalsy,87.402,0.1725,0.1637,0.0088,0.9491,0.095,0.4054,0.4306,0.0252,0.4062,0.4376,0.0314,0.9282,0.8414,6.4853,0.7098,0.4479,0.4423,0.0055
1/11251,SlightPalsy,85.607,0.1678,0.1546,0.0131,0.9218,0.0795,0.3973,0.409,0.0117,0.4051,0.4291,0.024,0.9442,0.8102,5.6316,0.8574,0.4515,0.4402,0.0112
1/11256,SlightPalsy,83.502,0.166,0.1606,0.0054,0.9677,0.0947,0.3992,0.4033,0.0041,0.4053,0.4306,0.0254,0.9411,0.808,6.7299,0.6512,0.4488,0.4387,0.0101
1/11261,SlightPalsy,79.999,0.16,0.1504,0.0096,0.9397,0.0653,0.4098,0.3892,0.0206,0.4078,0.4315,0.0236,0.9452,0.8016,4.6753,0.6917,0.4463,0.433,0.0133
1/11266,SlightPalsy,85.477,0.165,0.1537,0.0113,0.9317,0.0815,0.3753,0.3791,0.0038,0.3977,0.4193,0.0215,0.9487,0.7589,6.1675,0.2564,0.4431,0.4327,0.0105
1/11271,SlightPalsy,84.325,0.1624,0.1441,0.0183,0.8871,0.1184,0.4247,0.3536,0.0711,0.4035,0.4138,0.0103,0.9751,0.7872,8.6485,0.0597,0.4643,0.4147,0.0496
1/11281,SlightPalsy,84.645,0.1587,0.1416,0.0171,0.8922,0.1156,0.3919,0.414,0.0221,0.3739,0.3892,0.0153,0.9607,0.8142,8.1635,0.5043,0.4404,0.4274,0.013
1/11286,SlightPalsy,83.305,0.1615,0.1476,0.0139,0.9138,0.1059,0.3759,0.417,0.0411,0.3715,0.387,0.0155,0.96,0.8,7.6096,0.2875,0.4432,0.4312,0.012
1/11291,SlightPalsy,82.946,0.1605,0.1549,0.0057,0.9647,0.0552,0.3591,0.383,0.0239,0.3701,0.3929,0.0228,0.942,0.7442,4.2555,0.2582,0.4467,0.4372,0.0095
1/11316,SlightPalsy,87.574,0.1567,0.1433,0.0134,0.9145,0.0775,0.4078,0.3654,0.0424,0.3779,0.3997,0.0218,0.9454,0.7772,5.7243,0.7244,0.4679,0.4259,0.0421
1/11321,SlightPalsy,89.268,0.1732,0.1619,0.0112,0.9352,0.0546,0.3911,0.3695,0.0215,0.3437,0.367,0.0233,0.9364,0.7625,4.1046,0.4174,0.455,0.4415,0.0135
1/11326,SlightPalsy,88.207,0.1765,0.1552,0.0213,0.8791,0.1086,0.3728,0.4049,0.0321,0.3621,0.3743,0.0122,0.9675,0.7852,7.9528,0.6481,0.4429,0.4321,0.0108
1/11341,SlightPalsy,85.774,0.168,0.1541,0.0139,0.9173,0.1047,0.3886,0.4045,0.0159,0.3615,0.3794,0.0179,0.9529,0.8,7.5224,0.3529,0.4447,0.4341,0.0107
1/11346,SlightPalsy,85.245,0.1729,0.1555,0.0174,0.8995,0.1081,0.3859,0.4186,0.0327,0.3643,0.3821,0.0178,0.9535,0.8117,7.655,0.58,0.4523,0.4391,0.0132
1/11351,SlightPalsy,85.93,0.1662,0.1535,0.0126,0.9239,0.0949,0.4138,0.3917,0.0221,0.394,0.4446,0.0506,0.8862,0.8111,6.7178,0.6034,0.4541,0.4291,0.025
1/11356,SlightPalsy,86.073,0.1712,0.1631,0.0081,0.9525,0.0484,0.4177,0.3509,0.0668,0.3916,0.4476,0.056,0.8749,0.7702,3.6043,0.6685,0.4616,0.4299,0.0317
1/11361,SlightPalsy,85.269,0.1622,0.1467,0.0156,0.9041,0.1294,0.4102,0.3981,0.0121,0.3872,0.4257,0.0386,0.9094,0.8186,9.0926,0.0755,0.4544,0.4237,0.0307
1/11366,SlightPalsy,83.85,0.1659,0.1411,0.0249,0.8501,0.1456,0.4125,0.4139,0.0014,0.3901,0.417,0.0269,0.9356,0.8391,9.9931,0.6434,0.4566,0.4267,0.0298
1/11371,SlightPalsy,82.808,0.1604,0.1434,0.0171,0.8935,0.1324,0.4313,0.4084,0.0228,0.3878,0.4204,0.0326,0.9225,0.8501,8.9605,0.4257,0.4515,0.4271,0.0244
1/11376,SlightPalsy,81.132,0.1603,0.1391,0.0212,0.8678,0.1446,0.4139,0.4147,0.0008,0.3854,0.4161,0.0306,0.9264,0.8411,9.9004,0.5824,0.4414,0.4284,0.013
1/11381,StrongPalsy,80.394,0.1429,0.107,0.0359,0.7484,0.1448,0.3697,0.3975,0.0278,0.3723,0.3765,0.0042,0.9888,0.7807,10.6919,0.1079,0.431,0.4169,0.014
1/11386,StrongPalsy,79.069,0.1417,0.1002,0.0416,0.7067,0.1366,0.3708,0.3941,0.0233,0.3573,0.3629,0.0056,0.9846,0.777,10.124,0.2254,0.4386,0.424,0.0145
1/11391,StrongPalsy,78.585,0.1443,0.1028,0.0415,0.7122,0.1313,0.3698,0.3826,0.0129,0.3454,0.3545,0.0091,0.9744,0.7638,9.8969,0.6977,0.4309,0.4294,0.0015
1/11396,StrongPalsy,77.912,0.1452,0.0997,0.0455,0.6869,0.1152,0.3285,0.3859,0.0574,0.3542,0.3619,0.0077,0.9788,0.7236,9.1611,0.8264,0.4306,0.4365,0.0059
1/11401,StrongPalsy,76.831,0.1568,0.1348,0.022,0.8595,0.0639,0.3191,0.4267,0.1077,0.3523,0.3796,0.0273,0.9282,0.7485,4.8952,0.8146,0.4281,0.4367,0.0086
1/11406,SlightPalsy,75.907,0.1708,0.1632,0.0076,0.9558,0.0118,0.3094,0.3906,0.0813,0.3808,0.4153,0.0345,0.9169,0.7001,0.9696,0.8279,0.4315,0.4592,0.0277
1/11421,SlightPalsy,74.329,0.1678,0.1476,0.0202,0.8797,0.085,0.3391,0.4416,0.1025,0.3832,0.4096,0.0264,0.9356,0.7853,6.2156,0.5219,0.4207,0.452,0.0313
1/11426,StrongPalsy,75.64,0.1539,0.1151,0.0388,0.7478,0.0965,0.3316,0.4575,0.1259,0.3397,0.3493,0.0096,0.9724,0.795,6.9696,0.4215,0.4236,0.4534,0.0298
1/11431,StrongPalsy,80.152,0.1546,0.113,0.0416,0.7308,0.1221,0.3205,0.4648,0.1443,0.3187,0.3178,0.0008,0.9974,0.7947,8.841,0.0292,0.4199,0.4383,0.0184
1/11436,StrongPalsy,82.697,0.1612,0.1218,0.0395,0.7552,0.1418,0.34,0.445,0.105,0.2936,0.3164,0.0227,0.9281,0.7976,10.2432,0.94,0.4353,0.4244,0.0109
1/11441,StrongPalsy,84.221,0.1612,0.1186,0.0427,0.7353,0.157,0.3856,0.3761,0.0096,0.2939,0.2991,0.0053,0.9824,0.7777,11.6452,0.5138,0.4581,0.4028,0.0553
1/11446,StrongPalsy,83.571,0.1566,0.1193,0.0373,0.762,0.1495,0.4115,0.2979,0.1136,0.3195,0.316,0.0035,0.9889,0.725,11.8975,0.6766,0.4693,0.3848,0.0846
1/11451,StrongPalsy,81.019,0.171,0.1328,0.0382,0.7765,0.1319,0.4439,0.2676,0.1763,0.3203,0.3122,0.0081,0.9747,0.7236,10.4998,0.6847,0.4895,0.3895,0.1
1/11456,StrongPalsy,79.744,0.1611,0.1195,0.0416,0.7416,0.1371,0.4551,0.272,0.1831,0.3212,0.3147,0.0065,0.9797,0.7399,10.6772,0.9308,0.4751,0.3773,0.0977
1/11461,StrongPalsy,77.681,0.164,0.1322,0.0318,0.8059,0.1114,0.4614,0.263,0.1984,0.3305,0.3214,0.0091,0.9725,0.7329,8.7429,0.6072,0.4823,0.3866,0.0957
1/1251,SlightPalsy,76.258,0.1647,0.1576,0.0071,0.9571,0.0997,0.4061,0.3835,0.0225,0.3874,0.426,0.0386,0.9093,0.7959,7.1946,0.734,0.4459,0.4282,0.0176
1/1321,StrongPalsy,74.218,0.0832,0.0187,0.0645,0.225,0.1852,0.3766,0.4349,0.0583,0.369,0.3401,0.0289,0.9217,0.8323,12.8546,0.1826,0.4341,0.4644,0.0303
1/1326,StrongPalsy,78.699,0.0502,0.0226,0.0277,0.4491,0.1533,0.36,0.39,0.0301,0.3434,0.3125,0.0308,0.9102,0.7655,11.5549,0.3727,0.4529,0.4491,0.0039
1/1361,SlightPalsy,74.763,0.1799,0.1509,0.029,0.8389,0.0484,0.3905,0.3888,0.0017,0.3552,0.4035,0.0483,0.8803,0.7808,3.5527,0.7401,0.4541,0.4242,0.0299
1/1376,SlightPalsy,76.051,0.1877,0.135,0.0527,0.7191,0.1623,0.3927,0.4067,0.014,0.3224,0.3379,0.0155,0.9543,0.8158,11.4778,1.247,0.4519,0.4145,0.0374
1/1381,SlightPalsy,77.058,0.1854,0.1084,0.0769,0.585,0.2307,0.3632,0.4457,0.0824,0.3112,0.3014,0.0098,0.9685,0.8411,15.9175,0.653,0.4453,0.4263,0.019
1/1386,StrongPalsy,77.567,0.1731,0.0998,0.0733,0.5764,0.235,0.3525,0.474,0.1216,0.3092,0.3103,0.0011,0.9965,0.8593,15.8749,1.3736,0.4352,0.4286,0.0066
1/1391,StrongPalsy,78.76,0.151,0.0664,0.0847,0.4395,0.2455,0.3336,0.4878,0.1541,0.3059,0.2938,0.0121,0.9605,0.8573,16.6411,0.5973,0.4274,0.4411,0.0137
1/1396,StrongPalsy,78.87,0.1098,0.0256,0.0842,0.2333,0.2389,0.3156,0.4781,0.1625,0.3046,0.2766,0.028,0.9082,0.8289,16.7491,0.1097,0.4164,0.4477,0.0313
1/1401,StrongPalsy,78.904,0.1597,0.0597,0.1,0.3737,0.2375,0.3183,0.4701,0.1518,0.2936,0.2809,0.0128,0.9565,0.8234,16.7667,0.4615,0.4347,0.4445,0.0098
1/1406,StrongPalsy,77.854,0.163,0.0712,0.0919,0.4365,0.2339,0.3328,0.4782,0.1454,0.2955,0.2844,0.0112,0.9622,0.8441,16.0893,0.7581,0.4385,0.4419,0.0034
1/1416,StrongPalsy,75.877,0.1754,0.1241,0.0514,0.7072,0.2222,0.3618,0.4608,0.099,0.3381,0.3681,0.03,0.9186,0.8521,15.1134,0.7543,0.4407,0.4057,0.035
1/1421,StrongPalsy,76.118,0.1927,0.1603,0.0324,0.8319,0.1308,0.3618,0.432,0.0702,0.3669,0.424,0.0572,0.8652,0.8045,9.3581,1.0776,0.4435,0.417,0.0264
1/1431,StrongPalsy,76.419,0.1849,0.1639,0.0209,0.8867,0.1312,0.3976,0.4153,0.0177,0.4316,0.4835,0.0519,0.8926,0.8233,9.1685,0.8125,0.4646,0.4351,0.0295
1/1436,StrongPalsy,76.656,0.1885,0.1706,0.0178,0.9054,0.1392,0.4072,0.4329,0.0257,0.4087,0.4758,0.0671,0.8589,0.8516,9.4078,1.38,0.4593,0.436,0.0233
1/1451,SlightPalsy,75.936,0.1765,0.1631,0.0134,0.9242,0.0584,0.4161,0.3814,0.0347,0.3812,0.4402,0.0589,0.8661,0.7996,4.1882,0.5237,0.4491,0.4302,0.0189
1/1461,SlightPalsy,77.422,0.2111,0.2163,0.0051,0.9762,0.0693,0.3719,0.333,0.0389,0.3604,0.4283,0.0679,0.8414,0.7083,5.6119,1.2391,0.4405,0.4381,0.0024
1/1466,SlightPalsy,77.105,0.2006,0.2002,0.0003,0.9984,0.0503,0.3459,0.3307,0.0153,0.3735,0.429,0.0555,0.8707,0.6785,4.2537,1.0999,0.4382,0.4253,0.0129
1/1471,SlightPalsy,77.252,0.2127,0.2162,0.0035,0.9839,0.0349,0.339,0.3307,0.0082,0.3452,0.4129,0.0676,0.8362,0.6706,2.9823,1.5457,0.4503,0.4512,0.0009
1/1476,SlightPalsy,77.575,0.2131,0.2118,0.0013,0.9937,0.039,0.3447,0.3219,0.0228,0.3526,0.416,0.0635,0.8475,0.6678,3.3451,1.6001,0.4474,0.4406,0.0068
1/1481,SlightPalsy,78.082,0.2199,0.2208,0.0009,0.9959,0.0441,0.3526,0.2924,0.0602,0.3474,0.4067,0.0593,0.8541,0.6465,3.9069,1.4726,0.4536,0.4461,0.0075
1/1486,SlightPalsy,77.283,0.2104,0.2002,0.0102,0.9514,0.0216,0.3887,0.2813,0.1075,0.3584,0.4154,0.057,0.8629,0.6704,1.846,1.6535,0.4542,0.4328,0.0214
1/1491,SlightPalsy,77.848,0.2126,0.1993,0.0133,0.9375,0.0748,0.4299,0.301,0.1288,0.3421,0.3927,0.0506,0.8712,0.7347,5.8415,1.8314,0.4487,0.4289,0.0197
1/1496,SlightPalsy,78.576,0.2079,0.1561,0.0518,0.7508,0.1693,0.4131,0.3347,0.0784,0.2881,0.2943,0.0062,0.9789,0.7667,12.7586,1.4864,0.4457,0.4043,0.0413
1/1501,SlightPalsy,77.508,0.2197,0.1775,0.0422,0.8078,0.1577,0.4275,0.3471,0.0804,0.3137,0.3284,0.0147,0.9553,0.7904,11.5078,1.7543,0.4698,0.4338,0.036
1/1506,SlightPalsy,77.133,0.2083,0.1931,0.0151,0.9273,0.0034,0.447,0.2999,0.147,0.3413,0.365,0.0236,0.9352,0.7469,0.2612,0.5623,0.4618,0.4211,0.0407
1/1516,SlightPalsy,74.368,0.1637,0.1191,0.0446,0.7278,0.1418,0.5111,0.2854,0.2257,0.3612,0.3599,0.0013,0.9964,0.809,10.0981,0.4165,0.4749,0.3851,0.0899
1/1521,SlightPalsy,73.094,0.1611,0.1063,0.0548,0.66,0.1676,0.5424,0.2668,0.2756,0.375,0.3454,0.0296,0.9211,0.8264,11.7006,0.1495,0.4983,0.3707,0.1277
1/1526,SlightPalsy,72.709,0.1665,0.1053,0.0611,0.6328,0.153,0.5668,0.244,0.3228,0.381,0.3457,0.0353,0.9073,0.8251,10.6875,0.5386,0.5146,0.3643,0.1503
1/1531,SlightPalsy,74.08,0.1535,0.1023,0.0512,0.6663,0.1409,0.5183,0.267,0.2513,0.3662,0.3391,0.0271,0.926,0.7979,10.1703,0.0944,0.5019,0.3817,0.1202
1/1536,SlightPalsy,74.01,0.1555,0.0989,0.0566,0.6362,0.1347,0.5463,0.2602,0.2861,0.3658,0.3395,0.0263,0.9281,0.8176,9.481,0.0389,0.4911,0.3793,0.1118
1/1546,SlightPalsy,77.104,0.1493,0.0807,0.0686,0.5407,0.1924,0.4768,0.2847,0.1922,0.3514,0.321,0.0304,0.9135,0.7854,14.1792,0.0009,0.4816,0.4054,0.0762
1/1551,SlightPalsy,77.184,0.1526,0.0851,0.0675,0.5576,0.2117,0.4477,0.3168,0.1309,0.3423,0.3129,0.0294,0.9141,0.7933,15.4796,0.3834,0.47,0.4094,0.0606
1/1556,SlightPalsy,76.053,0.1621,0.1381,0.0241,0.8516,0.0745,0.4417,0.3632,0.0784,0.3708,0.3808,0.01,0.9737,0.8084,5.2876,0.2578,0.457,0.4134,0.0436
1/156,StrongPalsy,75.297,0.1759,0.1252,0.0507,0.7118,0.217,0.3551,0.4768,0.1217,0.3574,0.3508,0.0066,0.9816,0.8598,14.6163,1.0992,0.4454,0.4341,0.0113
1/1571,SlightPalsy,73.972,0.1338,0.048,0.0858,0.3586,0.1821,0.253,0.6058,0.3527,0.3458,0.3283,0.0175,0.9493,0.8779,11.9699,0.1887,0.4045,0.4963,0.0918
1/1581,SlightPalsy,73.398,0.1547,0.0828,0.0719,0.5352,0.1869,0.2607,0.6056,0.3449,0.3453,0.3244,0.0209,0.9394,0.8862,12.1778,0.0993,0.4117,0.4688,0.0571
1/1591,Normal,73.997,0.1685,0.1608,0.0077,0.9542,0.0416,0.3473,0.4695,0.1222,0.3608,0.3784,0.0176,0.9534,0.8179,2.9159,0.035,0.4395,0.458,0.0185
1/1596,Normal,74.462,0.1697,0.1525,0.0172,0.8987,0.0542,0.4064,0.3949,0.0115,0.3676,0.3633,0.0043,0.9883,0.8032,3.8681,0.8579,0.4643,0.4397,0.0246
1/161,StrongPalsy,73.837,0.1736,0.1211,0.0525,0.6977,0.2139,0.3571,0.4685,0.1115,0.3632,0.3537,0.0095,0.9737,0.8528,14.5283,1.2302,0.4463,0.4297,0.0166
1/166,StrongPalsy,71.992,0.1719,0.1161,0.0558,0.6752,0.2146,0.3584,0.4735,0.1151,0.3685,0.363,0.0055,0.9851,0.8592,14.4632,1.2444,0.4522,0.435,0.0172
1/1686,Normal,76.406,0.1578,0.1635,0.0057,0.9652,0.0262,0.3899,0.3506,0.0393,0.4058,0.4668,0.0611,0.8692,0.741,2.0233,0.7372,0.4506,0.4451,0.0055
1/1696,StrongPalsy,80.541,0.1075,0.0495,0.058,0.4608,0.1195,0.3805,0.3728,0.0077,0.3553,0.371,0.0158,0.9575,0.7627,9.0172,0.5032,0.4378,0.4434,0.0056
1/1701,Normal,78.22,0.1659,0.1581,0.0078,0.9527,0.0692,0.396,0.3607,0.0353,0.3529,0.3866,0.0337,0.9129,0.7599,5.2224,0.2487,0.4541,0.4341,0.02
1/1706,Normal,78.108,0.1642,0.1625,0.0017,0.9898,0.0331,0.3958,0.3628,0.033,0.3657,0.4022,0.0365,0.9092,0.7593,2.4961,0.0863,0.4461,0.4341,0.012
1/171,StrongPalsy,72.203,0.1743,0.1212,0.0532,0.695,0.2157,0.3431,0.4836,0.1405,0.3684,0.3564,0.012,0.9675,0.8543,14.6231,1.016,0.4464,0.4349,0.0115
1/1716,Normal,76.189,0.1691,0.1643,0.0049,0.9712,0.0352,0.3834,0.3257,0.0576,0.3607,0.4001,0.0395,0.9014,0.71,2.8422,0.2304,0.4526,0.4385,0.0141
1/1726,SlightPalsy,77.945,0.1771,0.1539,0.0232,0.8691,0.1409,0.3954,0.4096,0.0142,0.343,0.3765,0.0335,0.9111,0.8172,9.9259,0.9181,0.4523,0.4258,0.0265
1/1736,SlightPalsy,75.673,0.1657,0.15,0.0157,0.9052,0.0657,0.4125,0.3422,0.0703,0.3557,0.3842,0.0285,0.9258,0.7575,4.9727,0.337,0.4591,0.4203,0.0389
1/1741,SlightPalsy,74.491,0.1762,0.1646,0.0116,0.9344,0.0858,0.4072,0.3595,0.0477,0.3455,0.3827,0.0372,0.9028,0.7715,6.3873,0.4996,0.4602,0.4348,0.0254
1/1746,SlightPalsy,73.592,0.1718,0.1596,0.0122,0.9287,0.0885,0.3969,0.3993,0.0024,0.3408,0.3792,0.0384,0.8987,0.8011,6.341,0.3282,0.46,0.4428,0.0172
1/1751,StrongPalsy,76.443,0.1064,0.0354,0.0711,0.3324,0.1349,0.3394,0.43,0.0906,0.3532,0.3818,0.0286,0.925,0.7811,9.9419,0.1762,0.433,0.4704,0.0374
1/176,StrongPalsy,73.229,0.1666,0.1186,0.048,0.7121,0.2063,0.3647,0.475,0.1104,0.3651,0.3561,0.009,0.9753,0.8647,13.8032,0.8921,0.4384,0.4287,0.0097
1/1781,SlightPalsy,75.519,0.1704,0.1452,0.0252,0.8523,0.1437,0.3825,0.4128,0.0303,0.3545,0.3862,0.0317,0.918,0.8082,10.2426,1.0252,0.4512,0.4276,0.0236
1/181,StrongPalsy,74.028,0.1629,0.1105,0.0524,0.6785,0.2228,0.3752,0.4635,0.0882,0.3681,0.3558,0.0123,0.9665,0.8678,14.8746,0.8649,0.4554,0.4377,0.0177
1/1811,StrongPalsy,78.856,0.09,0.0304,0.0596,0.3376,0.0588,0.374,0.3562,0.0178,0.4168,0.457,0.0403,0.9119,0.7326,4.6058,0.5943,0.4392,0.4392,0.0
1/1816,SlightPalsy,76.122,0.1488,0.1443,0.0045,0.9699,0.0247,0.4336,0.3541,0.0795,0.3995,0.4492,0.0498,0.8892,0.7881,1.7994,0.1399,0.4563,0.4186,0.0377
1/1821,Normal,76.367,0.1574,0.1527,0.0047,0.9704,0.0387,0.4352,0.3762,0.059,0.4033,0.4451,0.0418,0.906,0.8123,2.7278,0.2467,0.4553,0.4264,0.0289
1/1831,SlightPalsy,76.366,0.1646,0.1457,0.0189,0.8851,0.1021,0.3828,0.4257,0.0429,0.3923,0.4249,0.0326,0.9233,0.815,7.1945,0.575,0.4521,0.4247,0.0275
1/1836,SlightPalsy,76.373,0.1637,0.1446,0.019,0.8837,0.1033,0.431,0.3694,0.0616,0.4153,0.4471,0.0319,0.9287,0.8071,7.3516,0.2555,0.4642,0.4133,0.051
1/1841,SlightPalsy,72.772,0.1541,0.1383,0.0158,0.8975,0.1102,0.5231,0.2718,0.2513,0.4059,0.4198,0.0139,0.9669,0.8025,7.8926,0.3553,0.5003,0.3963,0.1039
1/186,StrongPalsy,75.336,0.152,0.095,0.0569,0.6253,0.2129,0.3704,0.4584,0.0881,0.3697,0.3591,0.0106,0.9714,0.8557,14.405,1.0223,0.4485,0.4383,0.0102
1/1861,SlightPalsy,77.408,0.1597,0.1528,0.0069,0.9569,0.0818,0.3417,0.4555,0.1138,0.371,0.4089,0.0379,0.9073,0.8014,5.8567,0.4634,0.4253,0.4403,0.0151
1/1866,SlightPalsy,77.17,0.1651,0.1477,0.0174,0.8945,0.1193,0.3473,0.4429,0.0957,0.3661,0.4045,0.0384,0.9051,0.7992,8.5824,0.9704,0.4328,0.4338,0.001
1/1881,Normal,85.891,0.1751,0.1847,0.0097,0.9476,0.0245,0.3797,0.3708,0.0088,0.4117,0.4647,0.053,0.886,0.7509,1.8694,0.6462,0.4552,0.4587,0.0035
1/1886,Normal,85.617,0.1791,0.1788,0.0003,0.9984,0.036,0.3489,0.4191,0.0702,0.4208,0.4775,0.0567,0.8812,0.7688,2.6845,0.7214,0.4481,0.4736,0.0255
1/1891,SlightPalsy,85.957,0.1853,0.1785,0.0069,0.963,0.0885,0.3762,0.4608,0.0845,0.4081,0.4618,0.0537,0.8836,0.8417,6.0325,0.81,0.4458,0.4609,0.0152
1/1896,SlightPalsy,86.674,0.183,0.1709,0.0121,0.9338,0.1138,0.3819,0.4584,0.0765,0.4135,0.4527,0.0392,0.9133,0.848,7.7098,0.3564,0.4476,0.4568,0.0092
1/1901,SlightPalsy,87.183,0.1786,0.1671,0.0114,0.9361,0.1156,0.3808,0.4531,0.0722,0.4151,0.4511,0.036,0.9203,0.8419,7.8938,0.3945,0.447,0.4543,0.0073
1/1906,Normal,86.473,0.1785,0.1793,0.0007,0.9959,0.0299,0.4072,0.3993,0.0079,0.4128,0.4591,0.0463,0.8992,0.807,2.1208,1.1162,0.4663,0.4561,0.0102
1/191,StrongPalsy,78.037,0.1357,0.0546,0.0811,0.4021,0.2233,0.3316,0.4653,0.1337,0.3318,0.3186,0.0132,0.9602,0.8277,15.6523,0.6742,0.4476,0.4487,0.0011
1/1911,Normal,85.837,0.1667,0.1794,0.0127,0.9294,0.0125,0.3586,0.3342,0.0244,0.4277,0.4764,0.0487,0.8977,0.6929,1.0369,0.8532,0.4495,0.4538,0.0043
1/1916,Normal,85.131,0.1783,0.1769,0.0014,0.9921,0.0387,0.365,0.3871,0.0221,0.4157,0.4487,0.033,0.9265,0.7531,2.947,0.4547,0.4485,0.4605,0.0121
